STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 00:51,FM-15,CLR:00,7.00,,72,22.2,69,20.8,68,20.0,87,0,000,,29.95,0,,30.10,,30.12,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 01:51,FM-15,CLR:00,6.00,BR:1 ||,71,21.7,69,20.6,68,20.0,90,0,000,,29.95,,,30.09,0.00,30.12,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 02:51,FM-15,CLR:00,4.00,BR:1 ||,71,21.7,69,20.6,68,20.0,90,3,040,,29.96,,,30.10,0.00,30.13,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 03:51,FM-15,CLR:00,3.00,BR:1 ||,70,21.1,69,20.4,68,20.0,93,3,050,,29.96,3,,30.10,0.00,30.13,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 03:59,FM-16,CLR:00,2.50,BR:1 ||,70,21.1,69,20.4,68,20.0,93,0,000,,29.96,,,,,30.13,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 04:06,FM-16,CLR:00,3.00,BR:1 ||,70,21.1,69,20.4,68,20.0,93,0,000,,29.96,,,,,30.13,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 04:30,FM-16,SCT:04 55,2.50,BR:1 ||,70,21.1,69,20.4,68,20.0,93,3,040,,29.96,,,,,30.13,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 04:51,FM-15,FEW:02 55,2.50,BR:1 ||,70,21.1,69,20.4,68,20.0,93,3,040,,29.97,,,30.11,0.00,30.14,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 05:35,FM-16,SCT:04 8,2.50,BR:1 ||,70,21.1,69,20.4,68,20.0,93,0,000,,29.99,,,,,30.16,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 05:51,FM-15,BKN:07 7,2.00,BR:1 ||,70,21.1,69,20.4,68,20.0,93,0,000,,29.99,,,30.14,0.00,30.16,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 06:00,FM-16,BKN:07 7,1.25,BR:1 ||,70,21.1,69,20.4,68,20.0,93,3,060,,29.99,,,,,30.16,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 06:51,FM-15,OVC:08 5,1.75,BR:1 ||,71,21.7,69,20.6,68,20.0,90,7,070,,30.00,3,,30.14,0.00,30.17,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 07:00,FM-16,OVC:08 5,2.00,BR:1 ||,71,21.7,69,20.6,68,20.0,90,5,060,,30.01,,,,,30.18,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 07:49,FM-16,OVC:08 9,3.00,BR:1 ||,72,22.0,69,20.8,68,20.0,88,6,060,,30.01,,,,,30.18,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 07:51,FM-15,OVC:08 9,3.00,BR:1 ||,72,22.2,69,20.8,68,20.0,87,5,VRB,,30.02,,,30.16,0.00,30.19,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 08:49,FM-16,OVC:08 10,4.00,HZ:7 ||HZ:05,73,23.0,70,21.0,68,20.0,83,5,VRB,,30.02,,,,,30.19,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 08:51,FM-15,OVC:08 10,4.00,HZ:7 |FU:05 |HZ:05,74,23.3,70,21.2,68,20.0,82,3,060,,30.02,,,30.16,0.00,30.19,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 09:51,FM-15,BKN:07 13,5.00,HZ:7 |FU:05 |HZ:05,75,23.9,70,21.0,67,19.4,76,7,VRB,,30.03,1,,30.17,0.00,30.20,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 10:11,FM-16,SCT:04 13,5.00,HZ:7 |FU:05 |HZ:05,75,23.9,70,21.3,68,20.0,79,3,VRB,,30.02,,,,,30.19,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 10:20,FM-16,BKN:07 13,4.00,HZ:7 |FU:05 |HZ:05,77,25.0,71,21.7,68,20.0,74,5,VRB,,30.02,,,,,30.19,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 10:33,FM-16,BKN:07 15,5.00,HZ:7 |FU:05 |HZ:05,78,25.6,71,21.9,68,20.0,71,7,VRB,,30.02,,,,,30.19,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 10:51,FM-15,SCT:04 15,5.00,HZ:7 |FU:05 |HZ:05,78,25.6,71,21.9,68,20.0,71,7,060,,30.02,,,30.16,0.00,30.19,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 11:16,FM-16,BKN:07 18,5.00,HZ:7 |FU:05 |HZ:05,79,26.1,72,22.1,68,20.0,69,8,060,,30.01,,,,,30.18,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 11:51,FM-15,BKN:07 19 BKN:07 24,5.00,HZ:7 |FU:05 |HZ:05,80,26.7,72,22.2,68,20.0,67,5,070,,30.01,,,30.15,0.00,30.18,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 12:02,FM-16,SCT:04 19,6.00,HZ:7 |FU:05 |HZ:05,80,26.7,72,22.2,68,20.0,67,6,VRB,,30.01,,,,,30.18,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 12:51,FM-15,CLR:00,6.00,HZ:7 |FU:05 |HZ:05,82,27.8,73,22.6,68,20.0,63,7,080,,29.99,8,,30.14,0.00,30.16,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 13:51,FM-15,CLR:00,7.00,,82,27.8,72,22.3,67,19.4,60,3,VRB,,29.98,,,30.12,0.00,30.15,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 14:51,FM-15,CLR:00,8.00,,81,27.2,72,22.1,67,19.4,62,3,050,,29.97,,,30.12,0.00,30.14,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 15:51,FM-15,FEW:02 38,9.00,,79,26.1,72,22.1,68,20.0,69,3,VRB,,29.98,5,,30.12,0.00,30.15,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 16:51,FM-15,FEW:02 29 SCT:04 55,10.00,,76,24.4,71,21.5,68,20.0,77,0,000,,29.99,,,30.13,0.00,30.16,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 17:51,FM-15,CLR:00,10.00,,74,23.3,69,20.8,67,19.4,79,0,000,,29.99,,,30.14,0.00,30.16,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 18:51,FM-15,CLR:00,10.00,,72,22.2,69,20.4,67,19.4,84,0,000,,29.99,1,,30.14,0.00,30.16,,,,,,,,,,0537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 19:51,FM-15,CLR:00,9.00,,72,22.2,69,20.4,67,19.4,84,3,160,,30.00,,,30.14,0.00,30.17,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 20:51,FM-15,CLR:00,8.00,,71,21.7,68,20.2,67,19.4,87,0,000,,30.00,,,30.14,0.00,30.17,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 21:51,FM-15,CLR:00,6.00,BR:1 ||,71,21.7,68,20.2,67,19.4,87,3,050,,30.00,1,,30.14,0.00,30.17,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 22:40,FM-16,BKN:07 15,6.00,BR:1 ||,71,21.7,68,20.2,67,19.4,87,3,290,,30.01,,,,,30.18,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 22:51,FM-15,OVC:08 15,6.00,BR:1 ||,71,21.7,69,20.6,68,20.0,90,3,290,,30.00,,,30.14,0.00,30.17,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 23:18,FM-16,SCT:04 15,5.00,BR:1 ||,71,21.7,68,20.2,67,19.4,87,0,000,,30.00,,,,,30.17,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 23:51,FM-15,FEW:02 15,5.00,BR:1 ||,70,21.1,68,20.0,67,19.4,90,0,000,,30.00,,,30.14,0.00,30.17,82,70,76,8.0,,,,0,11,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,82,70,76,8.0,81,68,70,0,11,0538,1802,BR:13 HZ:08,0.00,0.0,0,30.00,30.13,3.0,14,160,9,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 00:51,FM-15,CLR:00,4.00,BR:1 ||,70,21.1,68,20.0,67,19.4,90,0,000,,29.99,8,,30.14,0.00,30.16,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 01:49,FM-16,CLR:00,2.50,BR:1 ||,70,21.0,67,19.7,66,19.0,88,0,000,,29.99,,,,,30.16,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 01:51,FM-15,CLR:00,2.50,BR:1 ||,69,20.6,68,19.8,67,19.4,93,0,000,,29.99,,,30.13,0.00,30.16,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 02:28,FM-16,FEW:02 11,3.00,BR:1 ||,69,20.6,68,19.8,67,19.4,93,0,000,,29.99,,,,,30.16,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 02:39,FM-16,SCT:04 11,2.50,BR:1 ||,69,20.6,68,19.8,67,19.4,93,0,000,,29.99,,,,,30.16,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 02:49,FM-16,BKN:07 11,2.50,BR:1 ||,70,21.0,67,19.7,66,19.0,88,0,000,,29.99,,,,,30.16,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 02:51,FM-15,BKN:07 11,2.50,BR:1 ||,69,20.6,68,19.8,67,19.4,93,0,000,,29.99,,,30.13,0.00,30.16,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 03:22,FM-16,OVC:08 11,3.00,BR:1 ||,69,20.6,68,19.8,67,19.4,93,0,000,,29.99,,,,,30.16,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 03:33,FM-16,OVC:08 11,2.50,BR:1 ||,69,20.6,68,19.8,67,19.4,93,0,000,,29.99,,,,,30.16,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 03:51,FM-15,OVC:08 10,2.50,BR:1 ||,69,20.6,68,19.8,67,19.4,93,0,000,,29.99,2,,30.13,0.00,30.16,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 03:59,FM-16,OVC:08 10,3.00,BR:1 ||,69,20.6,68,19.8,67,19.4,93,0,000,,29.99,,,,,30.16,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 04:08,FM-16,OVC:08 9,3.00,BR:1 ||,69,20.6,68,19.8,67,19.4,93,0,000,,29.99,,,,,30.16,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 04:32,FM-16,OVC:08 10,3.00,BR:1 ||,70,21.1,69,20.4,68,20.0,93,0,000,,30.00,,,,,30.17,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 04:51,FM-15,OVC:08 10,3.00,BR:1 ||,70,21.1,69,20.4,68,20.0,93,0,000,,30.00,,,30.15,0.00,30.17,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 05:33,FM-16,BKN:07 9 OVC:08 13,3.00,BR:1 ||,70,21.1,68,20.0,67,19.4,90,0,000,,30.01,,,,,30.18,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 05:43,FM-16,BKN:07 9 OVC:08 13,2.50,BR:1 ||,70,21.1,68,20.0,67,19.4,90,0,000,,30.02,,,,,30.19,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 05:49,FM-16,OVC:08 11,2.00,BR:1 ||,70,21.0,67,19.7,66,19.0,88,0,000,,30.02,,,,,30.19,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 05:51,FM-15,OVC:08 11,2.00,BR:1 ||,70,21.1,68,20.0,67,19.4,90,0,000,,30.02,,,30.16,0.00,30.19,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 06:09,FM-16,OVC:08 9,2.00,BR:1 ||,70,21.1,68,20.0,67,19.4,90,0,000,,30.02,,,,,30.19,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 06:32,FM-16,OVC:08 10,2.00,BR:1 ||,71,21.7,69,20.6,68,20.0,90,3,050,,30.02,,,,,30.19,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 06:51,FM-15,OVC:08 11,2.50,BR:1 ||,71,21.7,68,20.2,67,19.4,87,0,000,,30.03,2,,30.17,0.00,30.20,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 07:51,FM-15,OVC:08 12,2.50,HZ:7 |FU:05 |HZ:05,72,22.2,69,20.4,67,19.4,84,0,000,,30.03,,,30.18,0.00,30.20,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2017-09-17 08:18,FM-16,BKN:07 12 OVC:08 20,3.00,HZ:7 |FU:05 |HZ:05,73,22.8,69,20.6,67,19.4,81,3,VRB,,30.03,,,,,30.20,,,,,,,,,,0538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
